det_Sigma,Odds
1.00E-07,0.486871822
0.001001101,1.747961409
0.002002102,1.865434936
0.003003103,1.934802808
0.004004104,1.984259263
0.005005105,2.022738063
0.006006105,2.054244298
0.007007106,2.08092403
0.008008107,2.104062628
0.009009108,2.12449142
0.010010109,2.142779286
0.01101111,2.159332739
0.012012111,2.17445241
0.013013112,2.188366915
0.014014113,2.201254176
0.015015114,2.213255389
0.016016114,2.224484488
0.017017115,2.235034743
0.018018116,2.244983477
0.019019117,2.254395507
0.020020118,2.263325702
0.021021119,2.271820923
0.02202212,2.279921511
0.023023121,2.28766244
0.024024122,2.295074231
0.025025123,2.302183678
0.026026123,2.30901443
0.027027124,2.315587466
0.028028125,2.32192148
0.029029126,2.328033205
0.030030127,2.333937675
0.031031128,2.33964845
0.032032129,2.345177801
0.03303313,2.350536868
0.034034131,2.355735796
0.035035132,2.36078385
0.036036132,2.365689514
0.037037133,2.370460575
0.038038134,2.3751042
0.039039135,2.379626996
0.040040136,2.384035073
0.041041137,2.388334085
0.042042138,2.392529282
0.043043139,2.396625541
0.04404414,2.400627405
0.045045141,2.40453911
0.046046141,2.408364616
0.047047142,2.412107623
0.048048143,2.415771603
0.049049144,2.41935981
0.050050145,2.422875303
0.051051146,2.426320959
0.052052147,2.429699486
0.053053148,2.433013441
0.054054149,2.436265235
0.05505515,2.439457147
0.05605615,2.442591333
0.057057151,2.445669836
0.058058152,2.448694591
0.059059153,2.451667434
0.060060154,2.45459011
0.061061155,2.457464276
0.062062156,2.460291509
0.063063157,2.46307331
0.064064158,2.465811109
0.065065159,2.468506271
0.066066159,2.471160096
0.06706716,2.473773828
0.068068161,2.476348655
0.069069162,2.478885712
0.070070163,2.481386086
0.071071164,2.483850817
0.072072165,2.486280903
0.073073166,2.488677299
0.074074167,2.491040922
0.075075168,2.493372651
0.076076168,2.495673332
0.077077169,2.497943777
0.07807817,2.500184766
0.079079171,2.502397049
0.080080172,2.504581349
0.081081173,2.506738362
0.082082174,2.508868756
0.083083175,2.510973179
0.084084176,2.513052251
0.085085177,2.515106573
0.086086177,2.517136725
0.087087178,2.519143265
0.088088179,2.521126734
0.08908918,2.523087653
0.090090181,2.525026526
0.091091182,2.526943841
0.092092183,2.528840069
0.093093184,2.530715667
0.094094185,2.532571075
0.095095186,2.534406723
0.096096186,2.536223023
0.097097187,2.538020378
0.098098188,2.539799176
0.099099189,2.541559793
0.10010019,2.543302597
0.101101191,2.545027942
0.102102192,2.546736171
0.103103193,2.54842762
0.104104194,2.550102612
0.105105195,2.551761464
0.106106195,2.553404482
0.107107196,2.555031962
0.108108197,2.556644195
0.109109198,2.558241461
0.110110199,2.559824036
0.1111112,2.561392184
0.112112201,2.562946164
0.113113202,2.56448623
0.114114203,2.566012626
0.115115204,2.567525592
0.116116205,2.569025359
0.117117205,2.570512157
0.118118206,2.571986204
0.119119207,2.573447717
0.120120208,2.574896906
0.121121209,2.576333976
0.12212221,2.577759126
0.123123211,2.579172551
0.124124212,2.580574442
0.125125213,2.581964984
0.126126214,2.583344358
0.127127214,2.58471274
0.128128215,2.586070305
0.129129216,2.58741722
0.130130217,2.588753649
0.131131218,2.590079755
0.132132219,2.591395694
0.13313322,2.59270162
0.134134221,2.593997683
0.135135222,2.59528403
0.136136223,2.596560805
0.137137223,2.597828148
0.138138224,2.599086196
0.139139225,2.600335085
0.140140226,2.601574945
0.141141227,2.602805906
0.142142228,2.604028093
0.143143229,2.60524163
0.14414423,2.606446638
0.145145231,2.607643234
0.146146232,2.608831535
0.147147232,2.610011654
0.148148233,2.611183703
0.149149234,2.612347789
0.150150235,2.613504021
0.151151236,2.614652502
0.152152237,2.615793335
0.153153238,2.61692662
0.154154239,2.618052457
0.15515524,2.619170941
0.156156241,2.620282167
0.157157241,2.621386229
0.158158242,2.622483218
0.159159243,2.623573222
0.160160244,2.624656331
0.161161245,2.625732629
0.162162246,2.626802201
0.163163247,2.627865131
0.164164248,2.6289215
0.165165249,2.629971387
0.16616625,2.631014871
0.16716725,2.63205203
0.168168251,2.633082939
0.169169252,2.634107672
0.170170253,2.635126302
0.171171254,2.636138902
0.172172255,2.637145541
0.173173256,2.638146289
0.174174257,2.639141214
0.175175258,2.640130383
0.176176259,2.641113862
0.177177259,2.642091715
0.17817826,2.643064005
0.179179261,2.644030796
0.180180262,2.644992148
0.181181263,2.645948123
0.182182264,2.646898779
0.183183265,2.647844175
0.184184266,2.648784368
0.185185267,2.649719415
0.186186268,2.650649372
0.187187268,2.651574293
0.188188269,2.652494233
0.18918927,2.653409243
0.190190271,2.654319377
0.191191272,2.655224685
0.192192273,2.656125218
0.193193274,2.657021027
0.194194275,2.657912159
0.195195276,2.658798663
0.196196277,2.659680586
0.197197277,2.660557976
0.198198278,2.661430879
0.199199279,2.662299339
0.20020028,2.663163401
0.201201281,2.664023109
0.202202282,2.664878507
0.203203283,2.665729638
0.204204284,2.666576542
0.205205285,2.667419263
0.206206286,2.66825784
0.207207286,2.669092314
0.208208287,2.669922725
0.209209288,2.670749111
0.210210289,2.671571511
0.21121129,2.672389964
0.212212291,2.673204506
0.213213292,2.674015175
0.214214293,2.674822006
0.215215294,2.675625036
0.216216295,2.6764243
0.217217295,2.677219834
0.218218296,2.678011671
0.219219297,2.678799845
0.220220298,2.67958439
0.221221299,2.680365339
0.2222223,2.681142724
0.223223301,2.681916578
0.224224302,2.682686932
0.225225303,2.683453817
0.226226304,2.684217265
0.227227305,2.684977306
0.228228305,2.68573397
0.229229306,2.686487286
0.230230307,2.687237284
0.231231308,2.687983992
0.232232309,2.68872744
0.23323331,2.689467655
0.234234311,2.690204665
0.235235312,2.690938498
0.236236313,2.69166918
0.237237314,2.692396738
0.238238314,2.6931212
0.239239315,2.693842589
0.240240316,2.694560934
0.241241317,2.695276258
0.242242318,2.695988587
0.243243319,2.696697946
0.24424432,2.697404359
0.245245321,2.698107851
0.246246322,2.698808445
0.247247323,2.699506164
0.248248323,2.700201033
0.249249324,2.700893074
0.250250325,2.70158231
0.251251326,2.702268763
0.252252327,2.702952456
0.253253328,2.703633411
0.254254329,2.704311648
0.25525533,2.70498719
0.256256331,2.705660059
0.257257332,2.706330273
0.258258332,2.706997856
0.259259333,2.707662826
0.260260334,2.708325204
0.261261335,2.70898501
0.262262336,2.709642263
0.263263337,2.710296985
0.264264338,2.710949192
0.265265339,2.711598905
0.26626634,2.712246143
0.267267341,2.712890924
0.268268341,2.713533266
0.269269342,2.714173188
0.270270343,2.714810708
0.271271344,2.715445844
0.272272345,2.716078612
0.273273346,2.716709032
0.274274347,2.717337119
0.275275348,2.717962892
0.276276349,2.718586366
0.27727735,2.719207558
0.27827835,2.719826486
0.279279351,2.720443165
0.280280352,2.721057612
0.281281353,2.721669842
0.282282354,2.722279871
0.283283355,2.722887715
0.284284356,2.723493389
0.285285357,2.72409691
0.286286358,2.724698291
0.287287359,2.725297548
0.288288359,2.725894695
0.28928936,2.726489748
0.290290361,2.727082721
0.291291362,2.727673628
0.292292363,2.728262483
0.293293364,2.728849301
0.294294365,2.729434095
0.295295366,2.73001688
0.296296367,2.730597668
0.297297368,2.731176474
0.298298368,2.731753311
0.299299369,2.732328192
0.30030037,2.73290113
0.301301371,2.733472138
0.302302372,2.734041229
0.303303373,2.734608416
0.304304374,2.735173711
0.305305375,2.735737126
0.306306376,2.736298675
0.307307377,2.73685837
0.308308377,2.737416222
0.309309378,2.737972243
0.310310379,2.738526445
0.31131138,2.739078841
0.312312381,2.739629441
0.313313382,2.740178258
0.314314383,2.740725302
0.315315384,2.741270586
0.316316385,2.741814119
0.317317386,2.742355914
0.318318386,2.742895982
0.319319387,2.743434332
0.320320388,2.743970976
0.321321389,2.744505925
0.32232239,2.74503919
0.323323391,2.74557078
0.324324392,2.746100706
0.325325393,2.746628979
0.326326394,2.747155608
0.327327395,2.747680604
0.328328395,2.748203977
0.329329396,2.748725736
0.330330397,2.749245893
0.331331398,2.749764455
0.332332399,2.750281433
0.3333334,2.750796837
0.334334401,2.751310675
0.335335402,2.751822958
0.336336403,2.752333695
0.337337404,2.752842895
0.338338405,2.753350566
0.339339405,2.753856719
0.340340406,2.754361362
0.341341407,2.754864503
0.342342408,2.755366153
0.343343409,2.755866319
0.34434441,2.756365011
0.345345411,2.756862236
0.346346412,2.757358003
0.347347413,2.757852322
0.348348414,2.758345199
0.349349414,2.758836644
0.350350415,2.759326665
0.351351416,2.75981527
0.352352417,2.760302467
0.353353418,2.760788263
0.354354419,2.761272668
0.35535542,2.761755688
0.356356421,2.762237332
0.357357422,2.762717608
0.358358423,2.763196522
0.359359423,2.763674084
0.360360424,2.764150299
0.361361425,2.764625177
0.362362426,2.765098723
0.363363427,2.765570946
0.364364428,2.766041853
0.365365429,2.766511452
0.36636643,2.766979748
0.367367431,2.76744675
0.368368432,2.767912465
0.369369432,2.768376899
0.370370433,2.768840059
0.371371434,2.769301954
0.372372435,2.769762588
0.373373436,2.770221969
0.374374437,2.770680105
0.375375438,2.771137
0.376376439,2.771592663
0.37737744,2.7720471
0.378378441,2.772500317
0.379379441,2.77295232
0.380380442,2.773403117
0.381381443,2.773852713
0.382382444,2.774301115
0.383383445,2.774748329
0.384384446,2.775194361
0.385385447,2.775639218
0.386386448,2.776082906
0.387387449,2.77652543
0.38838845,2.776966797
0.38938945,2.777407012
0.390390451,2.777846082
0.391391452,2.778284013
0.392392453,2.77872081
0.393393454,2.77915648
0.394394455,2.779591027
0.395395456,2.780024458
0.396396457,2.780456778
0.397397458,2.780887993
0.398398459,2.781318109
0.399399459,2.781747131
0.40040046,2.782175064
0.401401461,2.782601914
0.402402462,2.783027687
0.403403463,2.783452388
0.404404464,2.783876022
0.405405465,2.784298594
0.406406466,2.78472011
0.407407467,2.785140575
0.408408468,2.785559994
0.409409468,2.785978373
0.410410469,2.786395715
0.41141147,2.786812028
0.412412471,2.787227314
0.413413472,2.787641581
0.414414473,2.788054831
0.415415474,2.788467071
0.416416475,2.788878306
0.417417476,2.789288539
0.418418477,2.789697776
0.419419477,2.790106022
0.420420478,2.790513282
0.421421479,2.790919559
0.42242248,2.79132486
0.423423481,2.791729188
0.424424482,2.792132548
0.425425483,2.792534944
0.426426484,2.792936382
0.427427485,2.793336866
0.428428486,2.7937364
0.429429486,2.794134988
0.430430487,2.794532636
0.431431488,2.794929347
0.432432489,2.795325126
0.43343349,2.795719978
0.434434491,2.796113905
0.435435492,2.796506914
0.436436493,2.796899007
0.437437494,2.79729019
0.438438495,2.797680466
0.439439495,2.79806984
0.440440496,2.798458315
0.441441497,2.798845896
0.442442498,2.799232587
0.443443499,2.799618392
0.4444445,2.800003315
0.445445501,2.80038736
0.446446502,2.80077053
0.447447503,2.801152831
0.448448504,2.801534265
0.449449505,2.801914836
0.450450505,2.802294549
0.451451506,2.802673408
0.452452507,2.803051415
0.453453508,2.803428575
0.454454509,2.803804892
0.45545551,2.804180369
0.456456511,2.80455501
0.457457512,2.804928819
0.458458513,2.8053018
0.459459514,2.805673955
0.460460514,2.806045289
0.461461515,2.806415805
0.462462516,2.806785507
0.463463517,2.807154398
0.464464518,2.807522482
0.465465519,2.807889762
0.46646652,2.808256242
0.467467521,2.808621925
0.468468522,2.808986815
0.469469523,2.809350915
0.470470523,2.809714228
0.471471524,2.810076759
0.472472525,2.810438509
0.473473526,2.810799483
0.474474527,2.811159683
0.475475528,2.811519113
0.476476529,2.811877777
0.47747753,2.812235678
0.478478531,2.812592817
0.479479532,2.8129492
0.480480532,2.813304829
0.481481533,2.813659708
0.482482534,2.814013838
0.483483535,2.814367224
0.484484536,2.814719869
0.485485537,2.815071775
0.486486538,2.815422946
0.487487539,2.815773385
0.48848854,2.816123095
0.489489541,2.816472078
0.490490541,2.816820338
0.491491542,2.817167878
0.492492543,2.8175147
0.493493544,2.817860808
0.494494545,2.818206205
0.495495546,2.818550893
0.496496547,2.818894875
0.497497548,2.819238155
0.498498549,2.819580734
0.49949955,2.819922616
0.50050055,2.820263804
0.501501551,2.8206043
0.502502552,2.820944107
0.503503553,2.821283228
0.504504554,2.821621666
0.505505555,2.821959423
0.506506556,2.822296502
0.507507557,2.822632906
0.508508558,2.822968638
0.509509559,2.823303699
0.510510559,2.823638094
0.51151156,2.823971823
0.512512561,2.824304891
0.513513562,2.824637299
0.514514563,2.824969051
0.515515564,2.825300148
0.516516565,2.825630593
0.517517566,2.825960389
0.518518567,2.826289539
0.519519568,2.826618044
0.520520568,2.826945908
0.521521569,2.827273133
0.52252257,2.82759972
0.523523571,2.827925674
0.524524572,2.828250996
0.525525573,2.828575688
0.526526574,2.828899753
0.527527575,2.829223194
0.528528576,2.829546012
0.529529577,2.829868211
0.530530577,2.830189792
0.531531578,2.830510758
0.532532579,2.830831111
0.53353358,2.831150854
0.534534581,2.831469988
0.535535582,2.831788516
0.536536583,2.832106441
0.537537584,2.832423764
0.538538585,2.832740489
0.539539586,2.833056616
0.540540586,2.833372148
0.541541587,2.833687088
0.542542588,2.834001438
0.543543589,2.8343152
0.54454459,2.834628376
0.545545591,2.834940968
0.546546592,2.835252978
0.547547593,2.835564409
0.548548594,2.835875263
0.549549595,2.836185541
0.550550595,2.836495246
0.551551596,2.836804381
0.552552597,2.837112946
0.553553598,2.837420944
0.554554599,2.837728378
0.5555556,2.838035249
0.556556601,2.838341559
0.557557602,2.838647311
0.558558603,2.838952505
0.559559604,2.839257145
0.560560605,2.839561233
0.561561605,2.839864769
0.562562606,2.840167757
0.563563607,2.840470199
0.564564608,2.840772095
0.565565609,2.841073448
0.56656661,2.841374261
0.567567611,2.841674534
0.568568612,2.841974271
0.569569613,2.842273472
0.570570614,2.84257214
0.571571614,2.842870276
0.572572615,2.843167883
0.573573616,2.843464962
0.574574617,2.843761515
0.575575618,2.844057544
0.576576619,2.844353051
0.57757762,2.844648038
0.578578621,2.844942506
0.579579622,2.845236457
0.580580623,2.845529894
0.581581623,2.845822817
0.582582624,2.846115228
0.583583625,2.846407131
0.584584626,2.846698525
0.585585627,2.846989413
0.586586628,2.847279796
0.587587629,2.847569677
0.58858863,2.847859057
0.589589631,2.848147938
0.590590632,2.848436321
0.591591632,2.848724209
0.592592633,2.849011602
0.593593634,2.849298502
0.594594635,2.849584912
0.595595636,2.849870833
0.596596637,2.850156266
0.597597638,2.850441214
0.598598639,2.850725677
0.59959964,2.851009657
0.600600641,2.851293157
0.601601641,2.851576177
0.602602642,2.85185872
0.603603643,2.852140786
0.604604644,2.852422378
0.605605645,2.852703496
0.606606646,2.852984144
0.607607647,2.853264321
0.608608648,2.85354403
0.609609649,2.853823272
0.61061065,2.854102049
0.61161165,2.854380363
0.612612651,2.854658214
0.613613652,2.854935605
0.614614653,2.855212536
0.615615654,2.85548901
0.616616655,2.855765027
0.617617656,2.85604059
0.618618657,2.8563157
0.619619658,2.856590358
0.620620659,2.856864566
0.621621659,2.857138325
0.62262266,2.857411637
0.623623661,2.857684503
0.624624662,2.857956924
0.625625663,2.858228903
0.626626664,2.85850044
0.627627665,2.858771536
0.628628666,2.859042194
0.629629667,2.859312415
0.630630668,2.8595822
0.631631668,2.85985155
0.632632669,2.860120466
0.63363367,2.860388952
0.634634671,2.860657006
0.635635672,2.860924632
0.636636673,2.86119183
0.637637674,2.861458601
0.638638675,2.861724948
0.639639676,2.86199087
0.640640677,2.862256371
0.641641677,2.86252145
0.642642678,2.86278611
0.643643679,2.863050352
0.64464468,2.863314176
0.645645681,2.863577584
0.646646682,2.863840578
0.647647683,2.864103159
0.648648684,2.864365328
0.649649685,2.864627087
0.650650686,2.864888436
0.651651686,2.865149377
0.652652687,2.865409911
0.653653688,2.865670039
0.654654689,2.865929763
0.65565569,2.866189084
0.656656691,2.866448004
0.657657692,2.866706522
0.658658693,2.866964641
0.659659694,2.867222362
0.660660695,2.867479687
0.661661695,2.867736615
0.662662696,2.867993149
0.663663697,2.868249289
0.664664698,2.868505037
0.665665699,2.868760395
0.6666667,2.869015362
0.667667701,2.869269941
0.668668702,2.869524133
0.669669703,2.869777938
0.670670704,2.870031358
0.671671705,2.870284394
0.672672705,2.870537048
0.673673706,2.870789319
0.674674707,2.871041211
0.675675708,2.871292722
0.676676709,2.871543856
0.67767771,2.871794612
0.678678711,2.872044993
0.679679712,2.872294998
0.680680713,2.87254463
0.681681714,2.872793889
0.682682714,2.873042776
0.683683715,2.873291293
0.684684716,2.873539441
0.685685717,2.87378722
0.686686718,2.874034632
0.687687719,2.874281678
0.68868872,2.874528359
0.689689721,2.874774676
0.690690722,2.875020629
0.691691723,2.875266221
0.692692723,2.875511452
0.693693724,2.875756324
0.694694725,2.876000836
0.695695726,2.876244991
0.696696727,2.876488789
0.697697728,2.876732232
0.698698729,2.876975319
0.69969973,2.877218054
0.700700731,2.877460435
0.701701732,2.877702465
0.702702732,2.877944145
0.703703733,2.878185475
0.704704734,2.878426456
0.705705735,2.87866709
0.706706736,2.878907377
0.707707737,2.879147319
0.708708738,2.879386916
0.709709739,2.87962617
0.71071074,2.87986508
0.711711741,2.88010365
0.712712741,2.880341878
0.713713742,2.880579767
0.714714743,2.880817317
0.715715744,2.881054529
0.716716745,2.881291404
0.717717746,2.881527943
0.718718747,2.881764147
0.719719748,2.882000017
0.720720749,2.882235554
0.72172175,2.882470759
0.72272275,2.882705632
0.723723751,2.882940176
0.724724752,2.883174389
0.725725753,2.883408275
0.726726754,2.883641832
0.727727755,2.883875063
0.728728756,2.884107968
0.729729757,2.884340548
0.730730758,2.884572805
0.731731759,2.884804738
0.732732759,2.885036349
0.73373376,2.885267638
0.734734761,2.885498607
0.735735762,2.885729257
0.736736763,2.885959587
0.737737764,2.8861896
0.738738765,2.886419296
0.739739766,2.886648676
0.740740767,2.886877741
0.741741768,2.887106491
0.742742768,2.887334928
0.743743769,2.887563052
0.74474477,2.887790864
0.745745771,2.888018366
0.746746772,2.888245557
0.747747773,2.888472439
0.748748774,2.888699012
0.749749775,2.888925277
0.750750776,2.889151236
0.751751777,2.889376889
0.752752777,2.889602237
0.753753778,2.88982728
0.754754779,2.89005202
0.75575578,2.890276457
0.756756781,2.890500592
0.757757782,2.890724425
0.758758783,2.890947959
0.759759784,2.891171193
0.760760785,2.891394128
0.761761786,2.891616765
0.762762786,2.891839105
0.763763787,2.892061149
0.764764788,2.892282897
0.765765789,2.89250435
0.76676679,2.89272551
0.767767791,2.892946376
0.768768792,2.893166949
0.769769793,2.893387231
0.770770794,2.893607221
0.771771795,2.893826922
0.772772795,2.894046333
0.773773796,2.894265455
0.774774797,2.894484289
0.775775798,2.894702837
0.776776799,2.894921097
0.7777778,2.895139072
0.778778801,2.895356762
0.779779802,2.895574168
0.780780803,2.89579129
0.781781804,2.896008129
0.782782805,2.896224687
0.783783805,2.896440962
0.784784806,2.896656958
0.785785807,2.896872673
0.786786808,2.89708811
0.787787809,2.897303267
0.78878881,2.897518148
0.789789811,2.897732751
0.790790812,2.897947077
0.791791813,2.898161128
0.792792814,2.898374905
0.793793814,2.898588407
0.794794815,2.898801635
0.795795816,2.899014591
0.796796817,2.899227274
0.797797818,2.899439686
0.798798819,2.899651827
0.79979982,2.899863698
0.800800821,2.9000753
0.801801822,2.900286633
0.802802823,2.900497698
0.803803823,2.900708495
0.804804824,2.900919026
0.805805825,2.90112929
0.806806826,2.90133929
0.807807827,2.901549024
0.808808828,2.901758495
0.809809829,2.901967702
0.81081083,2.902176646
0.811811831,2.902385328
0.812812832,2.902593749
0.813813832,2.902801909
0.814814833,2.903009809
0.815815834,2.903217449
0.816816835,2.903424831
0.817817836,2.903631954
0.818818837,2.903838819
0.819819838,2.904045428
0.820820839,2.90425178
0.82182184,2.904457877
0.822822841,2.904663718
0.823823841,2.904869305
0.824824842,2.905074638
0.825825843,2.905279718
0.826826844,2.905484546
0.827827845,2.905689121
0.828828846,2.905893445
0.829829847,2.906097518
0.830830848,2.906301341
0.831831849,2.906504915
0.83283285,2.906708239
0.83383385,2.906911315
0.834834851,2.907114144
0.835835852,2.907316725
0.836836853,2.90751906
0.837837854,2.907721149
0.838838855,2.907922992
0.839839856,2.908124591
0.840840857,2.908325945
0.841841858,2.908527056
0.842842859,2.908727924
0.843843859,2.908928549
0.84484486,2.909128933
0.845845861,2.909329075
0.846846862,2.909528977
0.847847863,2.909728638
0.848848864,2.90992806
0.849849865,2.910127243
0.850850866,2.910326187
0.851851867,2.910524894
0.852852868,2.910723363
0.853853868,2.910921595
0.854854869,2.911119591
0.85585587,2.911317352
0.856856871,2.911514878
0.857857872,2.911712169
0.858858873,2.911909226
0.859859874,2.912106049
0.860860875,2.91230264
0.861861876,2.912498998
0.862862877,2.912695125
0.863863877,2.91289102
0.864864878,2.913086685
0.865865879,2.913282119
0.86686688,2.913477324
0.867867881,2.9136723
0.868868882,2.913867047
0.869869883,2.914061566
0.870870884,2.914255857
0.871871885,2.914449922
0.872872886,2.91464376
0.873873886,2.914837372
0.874874887,2.915030759
0.875875888,2.915223921
0.876876889,2.915416858
0.87787789,2.915609572
0.878878891,2.915802062
0.879879892,2.915994329
0.880880893,2.916186374
0.881881894,2.916378197
0.882882895,2.916569799
0.883883895,2.91676118
0.884884896,2.916952341
0.885885897,2.917143281
0.886886898,2.917334003
0.887887899,2.917524506
0.8888889,2.91771479
0.889889901,2.917904857
0.890890902,2.918094706
0.891891903,2.918284338
0.892892904,2.918473754
0.893893905,2.918662955
0.894894905,2.918851939
0.895895906,2.919040709
0.896896907,2.919229265
0.897897908,2.919417606
0.898898909,2.919605734
0.89989991,2.919793649
0.900900911,2.919981352
0.901901912,2.920168843
0.902902913,2.920356122
0.903903914,2.92054319
0.904904914,2.920730047
0.905905915,2.920916694
0.906906916,2.921103132
0.907907917,2.92128936
0.908908918,2.92147538
0.909909919,2.921661191
0.91091092,2.921846795
0.911911921,2.922032191
0.912912922,2.92221738
0.913913923,2.922402363
0.914914923,2.92258714
0.915915924,2.922771711
0.916916925,2.922956077
0.917917926,2.923140239
0.918918927,2.923324196
0.919919928,2.92350795
0.920920929,2.9236915
0.92192193,2.923874848
0.922922931,2.924057993
0.923923932,2.924240936
0.924924932,2.924423678
0.925925933,2.924606218
0.926926934,2.924788558
0.927927935,2.924970698
0.928928936,2.925152638
0.929929937,2.925334379
0.930930938,2.92551592
0.931931939,2.925697263
0.93293294,2.925878409
0.933933941,2.926059356
0.934934941,2.926240107
0.935935942,2.92642066
0.936936943,2.926601017
0.937937944,2.926781179
0.938938945,2.926961144
0.939939946,2.927140915
0.940940947,2.927320491
0.941941948,2.927499873
0.942942949,2.927679061
0.94394395,2.927858055
0.94494495,2.928036857
0.945945951,2.928215466
0.946946952,2.928393883
0.947947953,2.928572108
0.948948954,2.928750141
0.949949955,2.928927984
0.950950956,2.929105636
0.951951957,2.929283098
0.952952958,2.92946037
0.953953959,2.929637453
0.954954959,2.929814347
0.95595596,2.929991052
0.956956961,2.930167569
0.957957962,2.930343898
0.958958963,2.93052004
0.959959964,2.930695995
0.960960965,2.930871764
0.961961966,2.931047346
0.962962967,2.931222743
0.963963968,2.931397954
0.964964968,2.93157298
0.965965969,2.931747821
0.96696697,2.931922478
0.967967971,2.932096951
0.968968972,2.932271241
0.969969973,2.932445348
0.970970974,2.932619272
0.971971975,2.932793013
0.972972976,2.932966573
0.973973977,2.933139951
0.974974977,2.933313148
0.975975978,2.933486164
0.976976979,2.933658999
0.97797798,2.933831655
0.978978981,2.934004131
0.979979982,2.934176427
0.980980983,2.934348544
0.981981984,2.934520483
0.982982985,2.934692243
0.983983986,2.934863826
0.984984986,2.935035231
0.985985987,2.935206459
0.986986988,2.93537751
0.987987989,2.935548385
0.98898899,2.935719083
0.989989991,2.935889606
0.990990992,2.936059954
0.991991993,2.936230126
0.992992994,2.936400124
0.993993995,2.936569948
0.994994995,2.936739597
0.995995996,2.936909073
0.996996997,2.937078376
0.997997998,2.937247506
0.998998999,2.937416464
1,2.937585249
